"outcome","wellbeing_beta","wellbeing_SE","wellbeing_OR","wellbeing_p"
"Self_Performance",-0.114479319975143,0.131918374872634,0.891830381301878,0.385501529558663
"Coach_Performance",-0.0730545644954664,0.14123801141318,0.929550108209335,0.604985590816857
