"game_position_f","n","sRPE_mean","sRPE_sd","TRIMP_mean","TRIMP_sd","TRIMP_min_mean","TRIMP_min_sd","HR_avg_mean","HR_avg_sd","HR80_mean","HR80_sd","HR_peak_mean","HR_peak_sd","sRPE_TRIMP_ratio_mean","sRPE_TRIMP_ratio_sd"
"Game1",157,6.84076433121019,1.39830279056583,231.118889389524,32.6538718242969,1.32339185969845,0.181146886117831,72.9235668789809,3.49641098269663,22.6766346852141,6.22172873707982,97.9426751592357,1.69176754107437,0.029894393937253,0.00621525709267494
"Game2",157,6.93630573248408,1.29437406247992,187.866075940952,34.1078432411396,1.1175428256867,0.189366652849072,68.3375796178344,3.75969539840832,18.0025358320529,5.63007214324552,96.4394904458599,1.99466461295561,0.037726345771276,0.00851236052255509
