"metric","value"
"Mean_Bias",-0.368421052631579
"SD_Diff",0.955133865881839
"LOA_Lower",-2.24048342975998
"LOA_Upper",1.50364132449682
"Bias_CI_Lower",-0.79790161673196
"Bias_CI_Upper",0.0610595114688021
"N_athletes",19
