"context","outcome","duration_only_R2","sRPE_TL_R2","sRPE_intensity_TL_R2","sRPE_TL_improvement","intensity_only_improvement","pct_from_intensity","pct_from_duration"
"Practice","TRIMP",0.376137954596964,0.512055827176513,0.172149167787688,0.13591787257955,-0.203988786809276,-150.082386471938,250.082386471938
"Practice","HR80",0.180507178192822,0.380325870122794,0.239885682494204,0.199818691929972,0.0593785043013821,29.7161910769547,70.2838089230453
"Game","TRIMP",0.141313068364287,0.195444027717078,0.0339100062056825,0.0541309593527909,-0.107403062158604,-198.413372758868,298.413372758868
"Game","HR80",0.282328331100317,0.340712360618453,0.0202019001030215,0.058384029518136,-0.262126430997296,-448.969406806481,548.969406806481
