"context","component","R2","pct_of_total"
"Practice","Total_R2",0.427721234616893,100
"Practice","Unique_Intensity",0.20710701569165,48.4210272789365
"Practice","Unique_Duration_TOI",0.205482736295687,48.0412754068048
"Practice","Shared",0.015131482629556,3.53769731425871
"Game","Total_R2",0.288627002479986,100
"Game","Unique_Intensity",0.0706644947265511,24.4829811900399
"Game","Unique_Duration_TOI",0.0903846910521092,31.3153967839085
"Game","Shared",0.127577816701326,44.2016220260516
