"context","outcome","r2_duration_only","r2_duration_plus_srpe","r2_increment","srpe_beta","srpe_p"
"Practice","TRIMP",0.376137955244526,0.537767371186585,0.161629415942059,15.1361988914171,2.18352874504689e-110
"Practice","HR80",0.180507187168867,0.409319318115924,0.228812130947056,5.00810667471226,1.1224024754707e-116
"Game","TRIMP",0.125550944378932,0.188129470112466,0.0625785257335348,5.6026446825824,0.0457930651505082
"Game","HR80",0.298450046998111,0.351495326179757,0.0530452791816457,1.59851464317908,0.0193784446890721
