"context","outcome","r2_duration_only","r2_srpe_tl","improvement","relative_improvement_pct"
"Practice","TRIMP",0.376137955244526,0.512055841492777,0.135917886248251,36.1351159469912
"Practice","HR80",0.180507187168867,0.380325862454481,0.199818675285614,110.698459390806
"Game","TRIMP",0.125550944378932,0.181797485127595,0.0562465407486632,44.7997751246719
"Game","HR80",0.298450046998111,0.349448105670688,0.0509980586725762,17.0876363349673
