"model","outcome","model_type","term","estimate","std_error","t_value","p_value","ci_lower","ci_upper","R2_marginal","R2_conditional","AIC","BIC","random_intercept_var","random_slope_var","random_intercept_slope_cor","residual_var"
"TRIMP_min","sRPE","RI","(Intercept)",5.49677613984748,0.139351468287973,39.4454124336046,1.33582345675254e-18,5.22365228081027,5.76989999888468,0.315484164572455,0.45619304583367,4778.40755692233,4815.6094267486,0.345129290280028,NA,NA,1.33384407905537
"TRIMP_min","sRPE","RI","TRIMP_min_within_z",0.598527903541228,0.0331792000476907,18.0392505750869,6.42611724321298e-66,0.533497866411904,0.663557940670551,0.315484164572455,0.45619304583367,4778.40755692233,4815.6094267486,0.345129290280028,NA,NA,1.33384407905537
"TRIMP_min","sRPE","RI","TRIMP_min_between_z",0.177010220856105,0.140872661490016,1.25652641885133,0.226003073113432,-0.0990951220706286,0.453115563782839,0.315484164572455,0.45619304583367,4778.40755692233,4815.6094267486,0.345129290280028,NA,NA,1.33384407905537
"TRIMP_min","sRPE","RI","context_fgame",1.372745885057,0.0670241185165601,20.4813717127489,2.6335362482083e-82,1.241381026669,1.504110743445,0.315484164572455,0.45619304583367,4778.40755692233,4815.6094267486,0.345129290280028,NA,NA,1.33384407905537
"TRIMP_min","sRPE","RI","TRIMP_min_within_z:context_fgame",-0.122123301010801,0.0807644716531953,-1.51209187048485,0.130722944938744,-0.280418756681469,0.0361721546598684,0.315484164572455,0.45619304583367,4778.40755692233,4815.6094267486,0.345129290280028,NA,NA,1.33384407905537
"HR_avg_pct_max","sRPE","RI","(Intercept)",5.60632175879044,0.142141541292555,39.4418247319518,1.22260737604237e-18,5.32772945715002,5.88491406043086,0.316515930644551,0.46293864553656,4762.04361425603,4799.2454840823,0.359487434241821,NA,NA,1.31855776946149
"HR_avg_pct_max","sRPE","RI","HR_avg_pct_max_within_z",0.664523278250279,0.0358149088606365,18.5543758002033,2.85041645943566e-69,0.594327346773847,0.734719209726711,0.316515930644551,0.46293864553656,4762.04361425603,4799.2454840823,0.359487434241821,NA,NA,1.31855776946149
"HR_avg_pct_max","sRPE","RI","HR_avg_pct_max_between_z",0.147364050753503,0.141763367123051,1.03950727006639,0.313161018722643,-0.130487043134807,0.425215144641813,0.316515930644551,0.46293864553656,4762.04361425603,4799.2454840823,0.359487434241821,NA,NA,1.31855776946149
"HR_avg_pct_max","sRPE","RI","context_fgame",1.07432702654279,0.0733957045028005,14.6374646012397,2.02354454460815e-45,0.930474089097357,1.21817996398822,0.316515930644551,0.46293864553656,4762.04361425603,4799.2454840823,0.359487434241821,NA,NA,1.31855776946149
"HR_avg_pct_max","sRPE","RI","HR_avg_pct_max_within_z:context_fgame",-0.224010693016817,0.0760218083421635,-2.94666356801954,0.00326226388071164,-0.373010699407064,-0.0750106866265703,0.316515930644551,0.46293864553656,4762.04361425603,4799.2454840823,0.359487434241821,NA,NA,1.31855776946149
"HR80_pct_rd","sRPE","RI","(Intercept)",5.49565638262779,0.139493541562369,39.3972102297697,1.31756185911096e-18,5.2222540650896,5.76905870016597,0.317912527427625,0.459052451961996,4769.32076388939,4806.52263371566,0.34592855041831,NA,NA,1.32584172595016
"HR80_pct_rd","sRPE","RI","HR80_pct_rd_within_z",0.584725983599312,0.0322275332006427,18.1436779526039,1.36467010306699e-66,0.521561179215484,0.647890787983141,0.317912527427625,0.459052451961996,4769.32076388939,4806.52263371566,0.34592855041831,NA,NA,1.32584172595016
"HR80_pct_rd","sRPE","RI","HR80_pct_rd_between_z",0.166322831241208,0.14261777961281,1.16621385981996,0.259745493772114,-0.113202880354972,0.445848542837387,0.317912527427625,0.459052451961996,4769.32076388939,4806.52263371566,0.34592855041831,NA,NA,1.32584172595016
"HR80_pct_rd","sRPE","RI","context_fgame",1.38855411690987,0.066762960311722,20.7982706342947,1.61484431140403e-84,1.25770111919762,1.51940711462213,0.317912527427625,0.459052451961996,4769.32076388939,4806.52263371566,0.34592855041831,NA,NA,1.32584172595016
"HR80_pct_rd","sRPE","RI","HR80_pct_rd_within_z:context_fgame",0.00258308699050441,0.0885925236367689,0.0291569410653106,0.976743333750487,-0.171055068637076,0.176221242618085,0.317912527427625,0.459052451961996,4769.32076388939,4806.52263371566,0.34592855041831,NA,NA,1.32584172595016
"HR_peak","sRPE","RI","(Intercept)",5.68510783297955,0.145790485765897,38.9950537794929,7.86326602425028e-19,5.39936373158979,5.9708519343693,0.237377575797641,0.389911916328002,4944.3963048842,4981.59817471047,0.372975309412862,NA,NA,1.49178074252319
"HR_peak","sRPE","RI","HR_peak_within_z",0.556557957140383,0.0416896927197485,13.3500134165474,1.78503973807698e-38,0.474847660883134,0.638268253397632,0.237377575797641,0.389911916328002,4944.3963048842,4981.59817471047,0.372975309412862,NA,NA,1.49178074252319
"HR_peak","sRPE","RI","HR_peak_between_z",0.0287343470117202,0.142995023542378,0.200946482611015,0.843127947773944,-0.251530749099798,0.308999443123238,0.237377575797641,0.389911916328002,4944.3963048842,4981.59817471047,0.372975309412862,NA,NA,1.49178074252319
"HR_peak","sRPE","RI","context_fgame",1.10991188282792,0.12153666828383,9.13232112168724,2.12765485584189e-19,0.871704390190619,1.34811937546522,0.237377575797641,0.389911916328002,4944.3963048842,4981.59817471047,0.372975309412862,NA,NA,1.49178074252319
"HR_peak","sRPE","RI","HR_peak_within_z:context_fgame",-0.459237640815201,0.11661409833141,-3.93809708591218,8.59269847796542e-05,-0.687797073634377,-0.230678207996025,0.237377575797641,0.389911916328002,4944.3963048842,4981.59817471047,0.372975309412862,NA,NA,1.49178074252319
