"model","outcome","model_type","term","estimate","std_error","t_value","p_value","ci_lower","ci_upper","R2_marginal","R2_conditional","AIC","BIC","random_intercept_var","random_slope_var","random_intercept_slope_cor","residual_var"
"TRIMP_min","sRPE","RS","(Intercept)",5.52055545256719,0.154473322156639,35.7379214449032,1.78861399089215e-08,5.21779330456792,5.82331760056645,0.406139074564578,0.485637549398676,1888.34265973093,1927.91502662787,0.153016128033895,0.0426848600206229,0.0130138469519265,1.24810123271659
"TRIMP_min","sRPE","RS","TRIMP_min_within_z",0.651218428639972,0.0910520722226483,7.15215384716953,6.62056676378726e-05,0.472759646365842,0.829677210914103,0.406139074564578,0.485637549398676,1888.34265973093,1927.91502662787,0.153016128033895,0.0426848600206229,0.0130138469519265,1.24810123271659
"TRIMP_min","sRPE","RS","TRIMP_min_between_z",0.144881877858513,0.163196065729436,0.887778006234012,0.409892194285345,-0.174976533389812,0.464740289106839,0.406139074564578,0.485637549398676,1888.34265973093,1927.91502662787,0.153016128033895,0.0426848600206229,0.0130138469519265,1.24810123271659
"TRIMP_min","sRPE","RS","context_fgame",1.68181597903461,0.108512395837556,15.4988374005888,9.6560832835066e-46,1.46913559131685,1.89449636675238,0.406139074564578,0.485637549398676,1888.34265973093,1927.91502662787,0.153016128033895,0.0426848600206229,0.0130138469519265,1.24810123271659
"TRIMP_min","sRPE","RS","TRIMP_min_within_z:context_fgame",-0.0897183801607807,0.130160031162818,-0.689292860175728,0.490912990033779,-0.344827353466515,0.165390593144953,0.406139074564578,0.485637549398676,1888.34265973093,1927.91502662787,0.153016128033895,0.0426848600206229,0.0130138469519265,1.24810123271659
"HR_avg_pct_max","sRPE","RS","(Intercept)",5.63483583528795,0.155149162789128,36.3188285002001,1.10582432641719e-08,5.33074906398972,5.93892260658619,0.408352922071777,0.489679588343965,1883.87883940019,1923.45120629714,0.151884304407742,0.0474761686730614,0.022799072748324,1.2384530404422
"HR_avg_pct_max","sRPE","RS","HR_avg_pct_max_within_z",0.704595927946406,0.0969836611513121,7.26509929179832,4.37717860842882e-05,0.514511445000998,0.894680410891814,0.408352922071777,0.489679588343965,1883.87883940019,1923.45120629714,0.151884304407742,0.0474761686730614,0.022799072748324,1.2384530404422
"HR_avg_pct_max","sRPE","RS","HR_avg_pct_max_between_z",0.0801647376612051,0.175582626338916,0.456564179114557,0.66432036953331,-0.263970886274024,0.424300361596434,0.408352922071777,0.489679588343965,1883.87883940019,1923.45120629714,0.151884304407742,0.0474761686730614,0.022799072748324,1.2384530404422
"HR_avg_pct_max","sRPE","RS","context_fgame",1.35883704898918,0.117952240772159,11.5202309010302,7.43485579406617e-28,1.12765490517995,1.59001919279841,0.408352922071777,0.489679588343965,1883.87883940019,1923.45120629714,0.151884304407742,0.0474761686730614,0.022799072748324,1.2384530404422
"HR_avg_pct_max","sRPE","RS","HR_avg_pct_max_within_z:context_fgame",-0.145433757584608,0.119688867868613,-1.21509844795471,0.224815034366577,-0.380019627957462,0.089152112788247,0.408352922071777,0.489679588343965,1883.87883940019,1923.45120629714,0.151884304407742,0.0474761686730614,0.022799072748324,1.2384530404422
